unit,group,time,outcome,post,treated
treatment_6,treatment,21,79.69222411312967,1,1
treatment_6,treatment,22,83.05001926792032,1,1
treatment_6,treatment,23,81.89770608656953,1,1
treatment_7,treatment,0,59.0841887076708,0,1
treatment_7,treatment,1,61.46003730135175,0,1
treatment_7,treatment,2,57.71816055317804,0,1
treatment_7,treatment,3,57.99331077652109,0,1
treatment_7,treatment,4,59.423652152780996,0,1
treatment_7,treatment,5,65.96016937021409,0,1
treatment_7,treatment,6,63.29132125301338,0,1
treatment_7,treatment,7,70.4714724975733,0,1
treatment_7,treatment,8,65.18661511036056,0,1
treatment_7,treatment,9,67.64424929550796,0,1
treatment_7,treatment,10,71.31940297568818,0,1
treatment_7,treatment,11,73.20740522830921,0,1
treatment_7,treatment,12,79.2782629867023,1,1
treatment_7,treatment,13,78.53202467605433,1,1
treatment_7,treatment,14,79.1234536479295,1,1
treatment_7,treatment,15,79.22041887614749,1,1
treatment_7,treatment,16,80.55212351151694,1,1
treatment_7,treatment,17,78.85306630796514,1,1
treatment_7,treatment,18,79.27907635521613,1,1
treatment_7,treatment,19,81.86876158867739,1,1
treatment_7,treatment,20,82.49517763988797,1,1
treatment_7,treatment,21,82.88912716772181,1,1
treatment_7,treatment,22,86.14839454272834,1,1
treatment_7,treatment,23,87.62626644639445,1,1
treatment_8,treatment,0,48.15865620319222,0,1
treatment_8,treatment,1,51.20246852100532,0,1
treatment_8,treatment,2,51.30389580646467,0,1
treatment_8,treatment,3,50.1522202216297,0,1
treatment_8,treatment,4,54.86768509219594,0,1
treatment_8,treatment,5,55.9373044552203,0,1
treatment_8,treatment,6,60.35545196657665,0,1
treatment_8,treatment,7,59.73792885730747,0,1
treatment_8,treatment,8,57.575684847645036,0,1
treatment_8,treatment,9,64.47999663707735,0,1
treatment_8,treatment,10,64.3616319035652,0,1
treatment_8,treatment,11,64.23151292755725,0,1
treatment_8,treatment,12,68.76210233102589,1,1
treatment_8,treatment,13,68.44394506338412,1,1
treatment_8,treatment,14,70.76616299279449,1,1
treatment_8,treatment,15,74.8358267924505,1,1
treatment_8,treatment,16,77.57525517301688,1,1
treatment_8,treatment,17,78.04032262579756,1,1
treatment_8,treatment,18,75.12388973378616,1,1
treatment_8,treatment,19,75.01010671888622,1,1
treatment_8,treatment,20,78.67886708739216,1,1
treatment_8,treatment,21,76.00796887054959,1,1
treatment_8,treatment,22,81.33893603815038,1,1
treatment_8,treatment,23,81.545148445289,1,1
treatment_9,treatment,0,48.69701770379822,0,1
treatment_9,treatment,1,47.444945504608285,0,1
treatment_9,treatment,2,47.01104320578485,0,1
treatment_9,treatment,3,44.446882143915445,0,1
treatment_9,treatment,4,50.97690645365079,0,1
treatment_9,treatment,5,55.41696915036488,0,1
treatment_9,treatment,6,56.035514079394446,0,1
treatment_9,treatment,7,52.63933283039949,0,1
treatment_9,treatment,8,53.18963091612179,0,1
treatment_9,treatment,9,56.172133242268714,0,1
treatment_9,treatment,10,54.078343545015414,0,1
treatment_9,treatment,11,57.519227916304246,0,1
treatment_9,treatment,12,64.28833436670801,1,1
treatment_9,treatment,13,66.05056995098057,1,1
treatment_9,treatment,14,64.23692504352536,1,1
treatment_9,treatment,15,64.87041538940466,1,1
treatment_9,treatment,16,64.3623274095188,1,1
treatment_9,treatment,17,65.30506156822551,1,1
treatment_9,treatment,18,67.3463941857755,1,1
treatment_9,treatment,19,69.37461267648423,1,1
treatment_9,treatment,20,71.30758060859169,1,1
treatment_9,treatment,21,68.71458314803783,1,1
treatment_9,treatment,22,74.14684788059088,1,1
treatment_9,treatment,23,71.45975323386003,1,1
treatment_10,treatment,0,45.04468300771194,0,1
treatment_10,treatment,1,52.58653315306514,0,1
treatment_10,treatment,2,53.21740898661313,0,1
treatment_10,treatment,3,52.106344910277045,0,1
treatment_10,treatment,4,53.728260291048436,0,1
treatment_10,treatment,5,55.551436124092106,0,1
treatment_10,treatment,6,52.31974480699604,0,1
treatment_10,treatment,7,55.312009998161756,0,1
treatment_10,treatment,8,58.88392354418322,0,1
treatment_10,treatment,9,55.71209417068628,0,1
treatment_10,treatment,10,59.733067713443255,0,1
treatment_10,treatment,11,57.358067071948405,0,1
treatment_10,treatment,12,66.92936947814749,1,1
treatment_10,treatment,13,66.8505053807707,1,1
treatment_10,treatment,14,64.61680354563984,1,1
treatment_10,treatment,15,71.10182471845043,1,1
treatment_10,treatment,16,68.22844168802521,1,1
treatment_10,treatment,17,69.00239879967775,1,1
treatment_10,treatment,18,71.94932090025362,1,1
treatment_10,treatment,19,74.77073603673439,1,1
treatment_10,treatment,20,71.36709653200538,1,1
treatment_10,treatment,21,74.44737870174333,1,1
treatment_10,treatment,22,76.10693083479377,1,1
treatment_10,treatment,23,77.56078788074412,1,1
treatment_11,treatment,0,49.227027335088685,0,1
treatment_11,treatment,1,52.01779275857054,0,1
treatment_11,treatment,2,50.66452418459825,0,1
treatment_11,treatment,3,47.929398457671915,0,1
treatment_11,treatment,4,55.60851624906813,0,1
treatment_11,treatment,5,57.50656353901685,0,1
treatment_11,treatment,6,51.93612620185245,0,1
treatment_11,treatment,7,55.605826879607925,0,1
treatment_11,treatment,8,59.82689402712986,0,1
treatment_11,treatment,9,63.666873660634536,0,1
treatment_11,treatment,10,60.55676735265362,0,1
treatment_11,treatment,11,60.0224712709362,0,1
treatment_11,treatment,12,67.07598148727647,1,1
treatment_11,treatment,13,71.15482442387417,1,1
treatment_11,treatment,14,68.07644044342041,1,1
treatment_11,treatment,15,68.73328200446062,1,1
treatment_11,treatment,16,70.32947618948874,1,1
treatment_11,treatment,17,70.35160323342704,1,1
treatment_11,treatment,18,73.46689829802574,1,1
treatment_11,treatment,19,77.43421179906693,1,1
treatment_11,treatment,20,75.79431064445154,1,1
treatment_11,treatment,21,75.60674231005856,1,1
treatment_11,treatment,22,76.49112399257173,1,1
treatment_11,treatment,23,74.91166212910116,1,1
treatment_12,treatment,0,54.05458905855454,0,1
treatment_12,treatment,1,61.79398030172424,0,1
treatment_12,treatment,2,56.997487263064606,0,1
treatment_12,treatment,3,55.888615626441585,0,1
treatment_12,treatment,4,57.53169881451959,0,1
treatment_12,treatment,5,61.6735217056229,0,1
treatment_12,treatment,6,60.59538738860365,0,1
treatment_12,treatment,7,58.4845068911921,0,1
treatment_12,treatment,8,64.19173699727595,0,1
treatment_12,treatment,9,62.00920723734628,0,1
treatment_12,treatment,10,68.08430724115809,0,1
treatment_12,treatment,11,67.49002410045101,0,1
treatment_12,treatment,12,70.42750045800292,1,1
treatment_12,treatment,13,74.87639325308938,1,1
treatment_12,treatment,14,73.44228783097267,1,1
treatment_12,treatment,15,76.00434044046104,1,1
treatment_12,treatment,16,76.26047500510425,1,1
treatment_12,treatment,17,74.59051234083229,1,1
treatment_12,treatment,18,75.98834226647783,1,1
treatment_12,treatment,19,80.3275798465738,1,1
treatment_12,treatment,20,78.59032382749712,1,1
treatment_12,treatment,21,79.44479384552491,1,1
treatment_12,treatment,22,79.33406189360893,1,1
treatment_12,treatment,23,83.08372146379328,1,1
treatment_13,treatment,0,60.36106350956124,0,1
treatment_13,treatment,1,64.03031241562115,0,1
treatment_13,treatment,2,61.93983523087344,0,1
treatment_13,treatment,3,63.89710831443892,0,1
treatment_13,treatment,4,61.760824374220256,0,1
treatment_13,treatment,5,65.63547233350388,0,1
treatment_13,treatment,6,65.29781631765407,0,1
treatment_13,treatment,7,68.53681154759745,0,1
treatment_13,treatment,8,69.83337036794181,0,1
treatment_13,treatment,9,73.5309722574241,0,1
treatment_13,treatment,10,70.4043580283886,0,1
treatment_13,treatment,11,70.78993102370035,0,1
treatment_13,treatment,12,76.42035370226527,1,1
treatment_13,treatment,13,76.21849922206378,1,1
treatment_13,treatment,14,78.49504620318312,1,1
treatment_13,treatment,15,78.12052240455625,1,1
treatment_13,treatment,16,79.94149388594812,1,1
treatment_13,treatment,17,83.13301371319938,1,1
treatment_13,treatment,18,79.37798021999876,1,1
treatment_13,treatment,19,84.56406918139069,1,1
treatment_13,treatment,20,85.81178890238691,1,1
treatment_13,treatment,21,83.83466842229959,1,1
treatment_13,treatment,22,80.72034238683914,1,1
treatment_13,treatment,23,84.64165491924203,1,1
treatment_14,treatment,0,54.48636826821572,0,1
treatment_14,treatment,1,56.47313608411922,0,1
treatment_14,treatment,2,60.16163917335487,0,1
treatment_14,treatment,3,60.57157945051864,0,1
treatment_14,treatment,4,59.997961309546604,0,1
treatment_14,treatment,5,60.73988987802673,0,1
treatment_14,treatment,6,61.68773559733857,0,1
treatment_14,treatment,7,61.624144720199325,0,1
treatment_14,treatment,8,67.69742966190532,0,1
treatment_14,treatment,9,64.81975053831387,0,1
treatment_14,treatment,10,68.89642171215766,0,1
treatment_14,treatment,11,70.50244996812168,0,1
treatment_14,treatment,12,75.45415285434281,1,1
treatment_14,treatment,13,73.5920036263809,1,1
treatment_14,treatment,14,76.26041762626033,1,1
treatment_14,treatment,15,76.40227942657539,1,1
treatment_14,treatment,16,75.64098011166708,1,1
treatment_14,treatment,17,79.09481559034066,1,1
treatment_14,treatment,18,77.08573063834795,1,1
treatment_14,treatment,19,82.81688219136079,1,1
treatment_14,treatment,20,80.51000201361099,1,1
treatment_14,treatment,21,82.83926911372357,1,1
treatment_14,treatment,22,84.00123873884029,1,1
treatment_14,treatment,23,83.91456624210997,1,1
treatment_15,treatment,0,54.67606360229086,0,1
treatment_15,treatment,1,51.19401928122062,0,1
treatment_15,treatment,2,55.091247435144695,0,1
treatment_15,treatment,3,59.66885590850618,0,1
treatment_15,treatment,4,54.742844895516214,0,1
treatment_15,treatment,5,56.340527238015405,0,1
treatment_15,treatment,6,59.67634251272069,0,1
treatment_15,treatment,7,59.9602000116198,0,1
treatment_15,treatment,8,61.25480628062547,0,1
treatment_15,treatment,9,62.484429976711425,0,1
treatment_15,treatment,10,63.728008287877394,0,1
treatment_15,treatment,11,65.63047466900404,0,1
treatment_15,treatment,12,70.18322193328638,1,1
treatment_15,treatment,13,69.83357894453,1,1
treatment_15,treatment,14,72.6137512905103,1,1
treatment_15,treatment,15,76.02087739223302,1,1
treatment_15,treatment,16,72.90835566401519,1,1
treatment_15,treatment,17,72.1770741817768,1,1
treatment_15,treatment,18,77.29280376402977,1,1
treatment_15,treatment,19,75.79038973188639,1,1
treatment_15,treatment,20,72.63832260210326,1,1
treatment_15,treatment,21,79.63101468276992,1,1
treatment_15,treatment,22,77.81802459089897,1,1
treatment_15,treatment,23,79.66012403253625,1,1
treatment_16,treatment,0,53.07880528712315,0,1
treatment_16,treatment,1,51.80797887968329,0,1
treatment_16,treatment,2,54.72421318515305,0,1
treatment_16,treatment,3,54.19795820161096,0,1
treatment_16,treatment,4,57.2137224865317,0,1
treatment_16,treatment,5,57.98588646076071,0,1
treatment_16,treatment,6,55.90332405662332,0,1
treatment_16,treatment,7,60.96521566104048,0,1
treatment_16,treatment,8,58.740374506440226,0,1
treatment_16,treatment,9,62.44746696120852,0,1
treatment_16,treatment,10,62.58497595942682,0,1
treatment_16,treatment,11,66.54581865419229,0,1
treatment_16,treatment,12,68.44156930383625,1,1
treatment_16,treatment,13,69.20891764432146,1,1
treatment_16,treatment,14,70.88776199276029,1,1
treatment_16,treatment,15,71.33929160684511,1,1
treatment_16,treatment,16,74.56458494437567,1,1
treatment_16,treatment,17,70.7511298915963,1,1
treatment_16,treatment,18,72.89543623815467,1,1
treatment_16,treatment,19,73.8862452012669,1,1
treatment_16,treatment,20,78.94151619635035,1,1
treatment_16,treatment,21,81.48117772554495,1,1
treatment_16,treatment,22,78.87010251128406,1,1
treatment_16,treatment,23,79.76040746995689,1,1
treatment_17,treatment,0,48.49555454718476,0,1
treatment_17,treatment,1,51.9431866112963,0,1
treatment_17,treatment,2,54.53303173565241,0,1
treatment_17,treatment,3,54.70101264622806,0,1
treatment_17,treatment,4,55.19417536980667,0,1
treatment_17,treatment,5,57.933292152004285,0,1
treatment_17,treatment,6,51.640923211132346,0,1
treatment_17,treatment,7,59.51932626645346,0,1
treatment_17,treatment,8,57.97161209139762,0,1
treatment_17,treatment,9,56.73468549420036,0,1
treatment_17,treatment,10,62.53454431722407,0,1
treatment_17,treatment,11,65.37564403876084,0,1
treatment_17,treatment,12,68.46961774944035,1,1
treatment_17,treatment,13,71.76645170336243,1,1
treatment_17,treatment,14,74.20144695519465,1,1
treatment_17,treatment,15,74.72290717664629,1,1
treatment_17,treatment,16,76.48919515848179,1,1
treatment_17,treatment,17,75.80970891214362,1,1
treatment_17,treatment,18,75.59250903806384,1,1
treatment_17,treatment,19,73.35389796672713,1,1
treatment_17,treatment,20,77.18189244452239,1,1
treatment_17,treatment,21,77.10371206041073,1,1
treatment_17,treatment,22,84.24827851629956,1,1
treatment_17,treatment,23,80.67080928670008,1,1
treatment_18,treatment,0,50.703228926667336,0,1
treatment_18,treatment,1,55.06127465238798,0,1
treatment_18,treatment,2,51.48102238566162,0,1
treatment_18,treatment,3,54.17068455720906,0,1
treatment_18,treatment,4,53.351677012942524,0,1
treatment_18,treatment,5,53.251721699501246,0,1
treatment_18,treatment,6,55.723377077736146,0,1
treatment_18,treatment,7,57.92799020305393,0,1
treatment_18,treatment,8,58.19860788572028,0,1
treatment_18,treatment,9,58.72751891261114,0,1
treatment_18,treatment,10,58.35487448261923,0,1
treatment_18,treatment,11,62.05644680230955,0,1
treatment_18,treatment,12,65.26836573710898,1,1
treatment_18,treatment,13,70.85306695015424,1,1
treatment_18,treatment,14,70.55298306624809,1,1
treatment_18,treatment,15,68.52814909905328,1,1
treatment_18,treatment,16,71.87998248148745,1,1
treatment_18,treatment,17,72.04923636201006,1,1
treatment_18,treatment,18,75.24704673163363,1,1
treatment_18,treatment,19,78.34474714044562,1,1
treatment_18,treatment,20,72.96864984671187,1,1
treatment_18,treatment,21,78.00419548190224,1,1
treatment_18,treatment,22,78.50902627007818,1,1
treatment_18,treatment,23,81.22712055171644,1,1
treatment_19,treatment,0,50.427875269855214,0,1
treatment_19,treatment,1,50.398734494407584,0,1
treatment_19,treatment,2,55.06760355203788,0,1
treatment_19,treatment,3,53.88301563901069,0,1
treatment_19,treatment,4,58.56757677999894,0,1
treatment_19,treatment,5,55.568676847689794,0,1
treatment_19,treatment,6,55.19798800832423,0,1
treatment_19,treatment,7,54.51217582374562,0,1
treatment_19,treatment,8,54.8581283232855,0,1
treatment_19,treatment,9,56.220938856612534,0,1
treatment_19,treatment,10,60.848267111472595,0,1
treatment_19,treatment,11,62.25626692273562,0,1
treatment_19,treatment,12,64.00123853903759,1,1
treatment_19,treatment,13,69.87849963808021,1,1
treatment_19,treatment,14,68.04710397338724,1,1
treatment_19,treatment,15,70.23161516755133,1,1
treatment_19,treatment,16,74.08727346691718,1,1
treatment_19,treatment,17,73.58131390896352,1,1
treatment_19,treatment,18,72.1753770482469,1,1
treatment_19,treatment,19,71.85485696005411,1,1
treatment_19,treatment,20,70.2584136750522,1,1
treatment_19,treatment,21,74.04854090605208,1,1
treatment_19,treatment,22,75.98939013370766,1,1
treatment_19,treatment,23,75.36209462388679,1,1
treatment_20,treatment,0,48.89400320092231,0,1
treatment_20,treatment,1,49.051395191187424,0,1
treatment_20,treatment,2,51.69639488506368,0,1
treatment_20,treatment,3,53.25065202856492,0,1
treatment_20,treatment,4,51.19365776283629,0,1
treatment_20,treatment,5,57.204005865510396,0,1
treatment_20,treatment,6,55.19265002974521,0,1
treatment_20,treatment,7,56.43521072849931,0,1
treatment_20,treatment,8,58.8216255174186,0,1
treatment_20,treatment,9,58.87931412172836,0,1
treatment_20,treatment,10,61.326840315323736,0,1
treatment_20,treatment,11,61.002500566196765,0,1
treatment_20,treatment,12,65.21106267480812,1,1
treatment_20,treatment,13,68.16662966279708,1,1
treatment_20,treatment,14,66.16385538603943,1,1
treatment_20,treatment,15,69.67611240052968,1,1
treatment_20,treatment,16,70.40021819598358,1,1
treatment_20,treatment,17,71.0581296510233,1,1
treatment_20,treatment,18,72.2249735309864,1,1
treatment_20,treatment,19,69.72603565116485,1,1
treatment_20,treatment,20,73.39996911497408,1,1
treatment_20,treatment,21,75.69079392103411,1,1
treatment_20,treatment,22,76.83250209104257,1,1
treatment_20,treatment,23,75.46512421349173,1,1
treatment_21,treatment,0,58.26745360537698,0,1
treatment_21,treatment,1,58.09631044324542,0,1
treatment_21,treatment,2,56.862849614993,0,1
treatment_21,treatment,3,62.619308535078176,0,1
treatment_21,treatment,4,57.59479560152475,0,1
treatment_21,treatment,5,62.733760127436256,0,1
treatment_21,treatment,6,63.80999893148076,0,1
treatment_21,treatment,7,61.38097639242007,0,1
treatment_21,treatment,8,66.42052992588056,0,1
treatment_21,treatment,9,64.04888881173255,0,1
treatment_21,treatment,10,66.03975161466872,0,1
treatment_21,treatment,11,66.89639054883,0,1
treatment_21,treatment,12,72.020511903525,1,1
treatment_21,treatment,13,74.82412844796421,1,1
treatment_21,treatment,14,75.70287185792763,1,1
treatment_21,treatment,15,71.53221298552539,1,1
treatment_21,treatment,16,78.55133993293661,1,1
treatment_21,treatment,17,73.53105798628751,1,1
treatment_21,treatment,18,79.83451688622071,1,1
treatment_21,treatment,19,80.93621726637112,1,1
treatment_21,treatment,20,77.41425664746411,1,1
treatment_21,treatment,21,79.68794344716387,1,1
treatment_21,treatment,22,79.21154520127973,1,1
treatment_21,treatment,23,81.90649499285269,1,1
treatment_22,treatment,0,51.08044607131051,0,1
treatment_22,treatment,1,52.329162253878145,0,1
treatment_22,treatment,2,49.491424632368556,0,1
treatment_22,treatment,3,51.27528299126303,0,1
treatment_22,treatment,4,49.404816407537126,0,1
treatment_22,treatment,5,52.237918712213585,0,1
treatment_22,treatment,6,56.85732816462781,0,1
treatment_22,treatment,7,59.23675659875629,0,1
treatment_22,treatment,8,54.61485926112692,0,1
treatment_22,treatment,9,56.97659453980791,0,1
treatment_22,treatment,10,59.18667759742278,0,1
treatment_22,treatment,11,60.877777482206774,0,1
treatment_22,treatment,12,64.7762141779512,1,1
treatment_22,treatment,13,68.32150935994962,1,1
treatment_22,treatment,14,67.60367463010653,1,1
treatment_22,treatment,15,69.60041483571874,1,1
treatment_22,treatment,16,71.79985392670963,1,1
treatment_22,treatment,17,71.79809602355105,1,1
treatment_22,treatment,18,71.99044575610297,1,1
treatment_22,treatment,19,73.72196398253138,1,1
treatment_22,treatment,20,74.84242372519931,1,1
treatment_22,treatment,21,75.35709363707265,1,1
treatment_22,treatment,22,76.65748962472964,1,1
treatment_22,treatment,23,81.45034214430021,1,1
treatment_23,treatment,0,54.19850604872766,0,1
treatment_23,treatment,1,53.10741022839125,0,1
treatment_23,treatment,2,57.09175045127365,0,1
treatment_23,treatment,3,56.45523752869363,0,1
treatment_23,treatment,4,56.47180082448607,0,1
treatment_23,treatment,5,58.55229093231216,0,1
treatment_23,treatment,6,55.48555674475169,0,1
treatment_23,treatment,7,57.34422607926617,0,1
treatment_23,treatment,8,58.18036297248475,0,1
treatment_23,treatment,9,61.824551143007355,0,1
treatment_23,treatment,10,65.97414692064721,0,1
treatment_23,treatment,11,67.94216918225938,0,1
treatment_23,treatment,12,70.72612306095272,1,1
treatment_23,treatment,13,71.4221617761572,1,1
treatment_23,treatment,14,67.78880932615988,1,1
treatment_23,treatment,15,71.27602916319441,1,1
treatment_23,treatment,16,71.75626122704307,1,1
treatment_23,treatment,17,73.06058550255437,1,1
treatment_23,treatment,18,74.93644503008413,1,1
treatment_23,treatment,19,75.29900348005653,1,1
treatment_23,treatment,20,73.2550369828963,1,1
treatment_23,treatment,21,79.67990908408002,1,1
treatment_23,treatment,22,77.00905448856243,1,1
treatment_23,treatment,23,80.60348623646144,1,1
treatment_24,treatment,0,55.3098383032572,0,1
treatment_24,treatment,1,60.706466445831005,0,1
treatment_24,treatment,2,64.38845570042973,0,1
treatment_24,treatment,3,67.01129287971513,0,1
treatment_24,treatment,4,61.543560323210464,0,1
treatment_24,treatment,5,65.90411949942968,0,1
treatment_24,treatment,6,64.8881616802379,0,1
treatment_24,treatment,7,66.5149474260311,0,1
treatment_24,treatment,8,72.9235923695148,0,1
treatment_24,treatment,9,65.53702655953178,0,1
treatment_24,treatment,10,69.95850808015258,0,1
treatment_24,treatment,11,71.29447664153567,0,1
treatment_24,treatment,12,78.43872448872486,1,1
treatment_24,treatment,13,77.3711796866293,1,1
treatment_24,treatment,14,78.69937599953708,1,1
treatment_24,treatment,15,78.20803932652665,1,1
treatment_24,treatment,16,80.4376518847018,1,1
treatment_24,treatment,17,80.12107499205813,1,1
treatment_24,treatment,18,82.9586648636064,1,1
treatment_24,treatment,19,81.88436195264839,1,1
treatment_24,treatment,20,84.2858449533814,1,1
treatment_24,treatment,21,84.38118007904842,1,1
treatment_24,treatment,22,87.59986774880406,1,1
treatment_24,treatment,23,86.15304134092412,1,1
treatment_25,treatment,0,39.32337305724035,0,1
treatment_25,treatment,1,40.953497131739354,0,1
treatment_25,treatment,2,42.19589937102141,0,1
treatment_25,treatment,3,47.262290295521424,0,1
treatment_25,treatment,4,41.368257831293796,0,1
treatment_25,treatment,5,53.04129547664258,0,1
treatment_25,treatment,6,50.004104177526095,0,1
treatment_25,treatment,7,49.4646605377237,0,1
treatment_25,treatment,8,50.034586858304216,0,1
treatment_25,treatment,9,51.8416751593235,0,1
treatment_25,treatment,10,53.43900401643827,0,1
treatment_25,treatment,11,54.813382481651104,0,1
treatment_25,treatment,12,60.76035239182928,1,1
treatment_25,treatment,13,60.954496972404286,1,1
treatment_25,treatment,14,61.50685091935053,1,1
treatment_25,treatment,15,62.725173342729555,1,1
treatment_25,treatment,16,63.76409549940262,1,1
treatment_25,treatment,17,67.54764440391351,1,1
treatment_25,treatment,18,67.5934098048125,1,1
treatment_25,treatment,19,61.65171124099362,1,1
treatment_25,treatment,20,69.9704822134531,1,1
treatment_25,treatment,21,70.17434519990252,1,1
treatment_25,treatment,22,70.87364744764459,1,1
treatment_25,treatment,23,71.26022020443001,1,1
treatment_26,treatment,0,54.07480826428285,0,1
treatment_26,treatment,1,57.52942082039142,0,1
treatment_26,treatment,2,55.86675542327207,0,1
treatment_26,treatment,3,56.14558520898906,0,1
treatment_26,treatment,4,58.74613973559928,0,1
treatment_26,treatment,5,62.81911377575701,0,1
treatment_26,treatment,6,64.09532956795594,0,1
treatment_26,treatment,7,64.31000296361066,0,1
treatment_26,treatment,8,65.82877634332434,0,1
treatment_26,treatment,9,66.50569399007055,0,1
treatment_26,treatment,10,65.28512687160703,0,1
treatment_26,treatment,11,68.52668779761308,0,1
treatment_26,treatment,12,75.35841440493287,1,1
treatment_26,treatment,13,76.36093066031694,1,1
treatment_26,treatment,14,78.32492738985135,1,1
treatment_26,treatment,15,78.45846098751649,1,1
treatment_26,treatment,16,78.8395023544098,1,1
treatment_26,treatment,17,81.37165906217179,1,1
treatment_26,treatment,18,80.2730687132531,1,1
treatment_26,treatment,19,79.65711457550806,1,1
treatment_26,treatment,20,82.18948259628826,1,1
treatment_26,treatment,21,82.12056388077517,1,1
treatment_26,treatment,22,83.3547652666516,1,1
treatment_26,treatment,23,85.5108371213816,1,1
treatment_27,treatment,0,42.250671061092625,0,1
treatment_27,treatment,1,47.433691656782166,0,1
treatment_27,treatment,2,47.97871903979683,0,1
treatment_27,treatment,3,47.3113346739721,0,1
treatment_27,treatment,4,51.23320712000939,0,1
treatment_27,treatment,5,52.75905990543379,0,1
treatment_27,treatment,6,48.63800374847882,0,1
treatment_27,treatment,7,51.29687776712044,0,1
treatment_27,treatment,8,52.25324647171436,0,1
treatment_27,treatment,9,52.88092881610733,0,1
treatment_27,treatment,10,57.388888549224646,0,1
treatment_27,treatment,11,56.31149043485164,0,1
treatment_27,treatment,12,62.139316876812124,1,1
treatment_27,treatment,13,59.62982567765594,1,1
treatment_27,treatment,14,65.87759031392399,1,1
treatment_27,treatment,15,63.09744131083469,1,1
treatment_27,treatment,16,66.66502720811039,1,1
treatment_27,treatment,17,68.0691196705302,1,1
treatment_27,treatment,18,71.20488683332722,1,1
treatment_27,treatment,19,66.8351326904478,1,1
treatment_27,treatment,20,64.38295302408046,1,1
treatment_27,treatment,21,71.75888027226559,1,1
treatment_27,treatment,22,75.96140739281601,1,1
treatment_27,treatment,23,75.80748158270927,1,1
treatment_28,treatment,0,52.66254226964775,0,1
treatment_28,treatment,1,50.05204105840099,0,1
treatment_28,treatment,2,53.90268537795916,0,1
treatment_28,treatment,3,54.911746539016775,0,1
treatment_28,treatment,4,56.972062417118075,0,1
treatment_28,treatment,5,61.32179906137927,0,1
treatment_28,treatment,6,57.53814729935144,0,1
treatment_28,treatment,7,56.6862244950157,0,1
treatment_28,treatment,8,58.603839503483506,0,1
treatment_28,treatment,9,56.06767269952606,0,1
treatment_28,treatment,10,59.167234628562966,0,1
treatment_28,treatment,11,60.688932395951674,0,1
treatment_28,treatment,12,66.41015685774549,1,1
treatment_28,treatment,13,68.71387977911891,1,1
treatment_28,treatment,14,67.71516655172385,1,1
treatment_28,treatment,15,72.552904132574,1,1
treatment_28,treatment,16,71.26209330919826,1,1
treatment_28,treatment,17,72.1939149185214,1,1
treatment_28,treatment,18,72.50756250920962,1,1
treatment_28,treatment,19,74.42456969139019,1,1
treatment_28,treatment,20,76.71522123444431,1,1
treatment_28,treatment,21,74.28160065512404,1,1
treatment_28,treatment,22,75.65046448983212,1,1
treatment_28,treatment,23,77.3100817918661,1,1
treatment_29,treatment,0,42.318203635544606,0,1
treatment_29,treatment,1,45.93749795808722,0,1
treatment_29,treatment,2,45.631916468693476,0,1
treatment_29,treatment,3,46.41204784745256,0,1
treatment_29,treatment,4,48.64473816308127,0,1
treatment_29,treatment,5,47.58627287597438,0,1
treatment_29,treatment,6,49.560020366658804,0,1
treatment_29,treatment,7,49.49072137496388,0,1
treatment_29,treatment,8,51.14596379365598,0,1
treatment_29,treatment,9,50.36779599366141,0,1
treatment_29,treatment,10,47.57375320635957,0,1
treatment_29,treatment,11,53.10090341256767,0,1
treatment_29,treatment,12,62.133032223168,1,1
treatment_29,treatment,13,62.05804096947916,1,1
treatment_29,treatment,14,63.05447934820617,1,1
treatment_29,treatment,15,64.5140200366641,1,1
treatment_29,treatment,16,63.1371479890024,1,1
treatment_29,treatment,17,64.27253843591856,1,1
treatment_29,treatment,18,63.56067744426653,1,1
treatment_29,treatment,19,65.08190973710899,1,1
treatment_29,treatment,20,67.8636719627332,1,1
treatment_29,treatment,21,69.95797275155641,1,1
treatment_29,treatment,22,68.18938553988463,1,1
treatment_29,treatment,23,68.48597377557165,1,1
treatment_30,treatment,0,47.1149301620159,0,1
treatment_30,treatment,1,46.47039856290142,0,1
treatment_30,treatment,2,51.02180744508564,0,1
treatment_30,treatment,3,50.741576967133405,0,1
treatment_30,treatment,4,53.226842098560006,0,1
treatment_30,treatment,5,55.0076825311126,0,1
treatment_30,treatment,6,55.45686702559443,0,1
treatment_30,treatment,7,60.328419587474855,0,1
treatment_30,treatment,8,59.13709472263092,0,1
treatment_30,treatment,9,60.14467458754084,0,1
treatment_30,treatment,10,61.8482608312989,0,1
treatment_30,treatment,11,59.386300982543474,0,1
treatment_30,treatment,12,69.80231146783846,1,1
treatment_30,treatment,13,68.63267999481991,1,1
treatment_30,treatment,14,71.18529047726616,1,1
treatment_30,treatment,15,68.76073545159635,1,1
treatment_30,treatment,16,68.85705306053745,1,1
treatment_30,treatment,17,74.66047058351255,1,1
treatment_30,treatment,18,74.83763099455042,1,1
treatment_30,treatment,19,73.34082950853328,1,1
treatment_30,treatment,20,74.46572712959183,1,1
treatment_30,treatment,21,79.51604353586367,1,1
treatment_30,treatment,22,75.94647085619238,1,1
treatment_30,treatment,23,82.67076122333187,1,1
treatment_31,treatment,0,44.839659375262684,0,1
treatment_31,treatment,1,47.767110381486184,0,1
treatment_31,treatment,2,46.53634670765395,0,1
